FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,SPIELPLATZ_DETAIL,TYP_DETAIL,SE_ANNO_CAD_DATA
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_155c,1170189,POINT (16.322081982038437 48.21853012281398),PA Clemens-Hofbauer-Platz,17,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Spieltier, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_155d,1170190,POINT (16.38599028029779 48.217111149947975),Rosa-Jochmann-Park,2,"Klettern, Rutschen, Sandspielen, Schaukeln","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_155e,1170191,POINT (16.293692386126068 48.177949567115306),PA Adolf-Lorenz-Gasse,13,"Drehen, Fitness, Fußball, Rutschen, Schaukeln, Streetball","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_155f,1170192,POINT (16.36343588137236 48.24900816055259),PA 12. Februar-Platz,19,"Drehen, Karussell","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1560,1170193,POINT (16.363756643639203 48.249927836397525),PA 12. Februar-Platz,19,"Karussell, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1561,1170194,POINT (16.45439903461851 48.268065576298675),PA Seyringer Straße,21,"Basketball, Fitness, Fußball","Ballspielkäfig, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1562,1170195,POINT (16.358551688110374 48.223363564561815),Liechtensteinpark,9,"Basketball, Fußball, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Seilbahn, Spielhaus, Tischtennis, Trampolin, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1563,1170196,POINT (16.41757877392813 48.22215445399157),Donauinsel Spielplatz 4,22,"Klettern, Rutschen, Sand-Matsch, Schaukeln, Seilbahn, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1564,1170197,POINT (16.437305875704276 48.20034481981179),Prater - Untere Heustadelwiese,2,"Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1565,1170198,POINT (16.378641071742603 48.173512118296046),PA Reumannplatz,10,", Balancieren, Fitness, Karussell, Klettern, Rutschen, Sandspiel, Schauckeln, Slackline, Trampolin, Wasserspiel, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1566,1170199,POINT (16.368586326170345 48.17139150139228),PA Van-der-Nüll-Gasse,10,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1567,1170200,POINT (16.41542396132975 48.17939523875833),PA Eisteichstraße,11,"Basketball, Fitness, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1568,1170201,POINT (16.35736867873193 48.253743696472455),Heiligenstädter Park,19,"Basketball, Fußball, Klettern, Rutschen, Schaukeln, Tischtennis, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Spielplatz, Wasserspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1569,1170202,POINT (16.36090289313786 48.25379850317907),Heiligenstädter Park,19,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_156a,1170203,POINT (16.361791762409542 48.252056831561696),Heiligenstädter Park,19,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_156b,1170204,POINT (16.524448601215177 48.212798154809136),PA Raphael-Donner-Allee,22,"Beachvolleyball, Fitness, Klettern, Rutschen, Sand-Matsch, Sandkiste, Schaukeln, Skaten, Tischtennis, Wasserspiel, Wippen","Ballspielplatz, Generationenspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_156c,1170205,POINT (16.267300905498434 48.161329775211435),Napoleonwald,13,"Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_156d,1170206,POINT (16.268709137797007 48.161043261506435),Napoleonwald,13,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_156e,1170207,POINT (16.360506082538976 48.17692363872532),Alois-Greb-Park,10,", Basketball, Fußball, Klettern, Sandspielen, Schaukeln, Seilbahn, Spieltier, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_156f,1170208,POINT (16.393094149425767 48.251277539455685),Wasserpark,21,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1570,1170209,POINT (16.3948605172637 48.25225510396991),Wasserpark,21,"Balancieren, Basketball, Drehen, Fußball, Hängematte, Hüpfen, Karussell, Klangspiel, Klettern, Rodelhügel, Rutschen, Sandspielen, Schaukeln, Spieltier, Tischtennis, Trampolin, Wippen","Ballspielkäfig, Ballspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1571,1170210,POINT (16.27172795939708 48.166413333351684),PA Lainzerbachstraße,13,"Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1572,1170211,POINT (16.30217051197011 48.22333239587651),PA Spinozagasse,16,"Klettern, Sandspielen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1573,1170212,POINT (16.412191733638206 48.22099528006846),Rechter Donaudamm Spielplatz 7,2,"Karussell, Klettern, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1574,1170213,POINT (16.337791930529438 48.24482738999842),Olympiapark,19,"Basketball, Fußball, Klettern, Reck, Rutschen, Sandkiste, Sandspiel, Schaukeln, Wasserspiel, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1575,1170214,POINT (16.339035225594902 48.24473529060935),Olympiapark,19,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1576,1170215,POINT (16.339482646945424 48.18952138706712),Fritz-Imhoff-Park,6,", Balancieren, Basketball, Hüpfen, Klettern, Rutschen, Sand-Matsch, Schauckeln, Schaukeln, Slacklining, Tischtenniss, Volleyball, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1577,1170216,POINT (16.480648549984398 48.2374904341202),PA Quadenstraße,22,Streetball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1578,1170217,POINT (16.38903060973368 48.25634746976175),Floridsdorfer Aupark,21,"Drehen, Fußball, Karussell, Klettern, Rutschen, Sand-Matsch, Schaukeln, Tischtennis, Wasserspiel, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1579,1170218,POINT (16.34401451577875 48.19379411672662),Vinzenz-von-Paul-Park,6,", Fitnessgerät, Sandspielen","Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_157a,1170219,POINT (16.353499959514476 48.17510329676567),Martin-Luther-King-Park,10,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_157b,1170220,POINT (16.354497080699588 48.175690901553956),Martin-Luther-King-Park,10,", Klettern, Rutschen, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_157c,1170221,POINT (16.268386956919276 48.19622655243126),PA Cossmanngasse,14,"Basketball, Fußball, Rutschen, Sandspielen, Schaukeln, Skaten, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Skaterpark",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_157d,1170222,POINT (16.367636246073555 48.166374983061935),PA Migerkastraße,10,"Drehen, Klettern, Rutschen, Sandspielen, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_157e,1170223,POINT (16.482351779753557 48.21734725089356),Astrid-Lindgren-Park,22,"Balancieren, Klangspiel, Klettern, Rutschen, Schaukeln, Wasserspiel, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_157f,1170224,POINT (16.418288782770087 48.22568505890242),Linker Donaudamm Spielplatz 3,22,"Basketball, Radmotorikpark","Ballspielplatz, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1580,1170225,POINT (16.333989499999554 48.239121584583856),Hugo-Wolf-Park,19,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1581,1170226,POINT (16.334301155771094 48.240236845633994),Hugo-Wolf-Park,19,"Drehen, Fitness, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielplatz, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1582,1170227,POINT (16.525854682216867 48.21358771114237),Jazzpark Essling,22,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1583,1170228,POINT (16.38612762560906 48.29471242810249),PA Mayerweckstraße,21,"Klettern, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1584,1170229,POINT (16.406334144357487 48.210939940574384),Prater - Avenue,2,"Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wasserspielmöglichkeit, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1585,1170230,POINT (16.334642394658427 48.184664583893955),PA Bruno-Pittermann-Platz,12,Klettern,Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1586,1170231,POINT (16.398401484396683 48.26448711137821),Marie-Schuller-Park,21,"Basketball, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1587,1170232,POINT (16.36458972203783 48.23472427712251),Anton-Kummerer-Park,20,"Basketball, Fitness, Fußball, Hängematte, Karussell, Klettern, Reck, Sandspielen, Schaukeln, Tischtennis","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1588,1170233,POINT (16.444020049310293 48.28639826439073),Josef-Grössing-Park,21,"Basketball, Fußball, Klettern, Rutschen, Schaukeln, Seilbahn, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1589,1170234,POINT (16.40238425237212 48.18409752197253),Hans-Pemmer-Park,3,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_158a,1170235,POINT (16.379602670256265 48.176523248526614),PA Wielandplatz,10,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Streetball, Tischtennis, Trampolin, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_158b,1170236,POINT (16.32485979713125 48.23425372985918),Albert-Dub-Park,18,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_158c,1170237,POINT (16.37829402243882 48.23988088879333),PA Stromstraße,20,"Karussell, Rutschen, Schaukeln, Streetball, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_158d,1170238,POINT (16.34528352039803 48.24197274208994),Karl-Fellinger-Park,19,"Klettern, Rutschen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_158e,1170239,POINT (16.35133827735317 48.18021546645055),Herweghpark,5,"Basketball, Fußball, Tischtennis","Ballspielkäfig, Ballspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_158f,1170240,POINT (16.31759398995488 48.179007744690566),Marillenalm,12,", Fußball, Karussell, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Spielhaus, Wasserspiel","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1590,1170241,POINT (16.307133183252482 48.24756961590593),Ottingerwiese,19,"Balancieren, Rutschen, Schaukeln, Spieltier, Tischtennis, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1591,1170242,POINT (16.38396596980369 48.179333162868204),Helmut-Zilk-Park,10,"Klettern, Motorikspielplatz, Rutschen, Sandspielen, Schaukeln, Spielhaus","Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1592,1170243,POINT (16.385276849057824 48.17949290589808),Helmut-Zilk-Park,10,"Calisthenics, Fitness",Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1593,1170244,POINT (16.42083314681686 48.17946726026472),PA Simoningplatz,11,Sandspielen,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1594,1170245,POINT (16.326910755917503 48.1589979988072),PA Schöpfwerk,12,"Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1595,1170246,POINT (16.34831732231686 48.23194759414663),Währinger Park,18,"Basketball, Fitness, Klettern, Rutschen, Sandspiel, Schaukeln, Slackline, Spielhaus, Spieltier, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1596,1170247,POINT (16.350503490100586 48.233444454557294),Währinger Park,18,"Balancieren, Drehen, Hüpfen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1597,1170248,POINT (16.349148947646558 48.23091366820504),Währinger Park,18,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1598,1170249,POINT (16.38109334591705 48.20364247277799),Stadtpark - Kinderpark,3,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Spielhaus, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1599,1170250,POINT (16.38151570374912 48.204766410663105),Stadtpark - Kinderpark,3,Rodelhügel,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_159a,1170251,POINT (16.340690772866605 48.149618763598724),Draschepark,23,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_159b,1170252,POINT (16.344748796212514 48.15147650678431),Draschepark,23,"BMX, Fußball, Klettern, Rutschen, Schaukeln","Ballspielkäfig, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_159c,1170253,POINT (16.338404829529072 48.201676921814794),PA Urban-Loritz-Platz,7,"Balancieren, Fitness, Fußball, Hüpfen, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_159d,1170254,POINT (16.351311693227824 48.18112012119617),Hanna-Gärtner-Park,5,"Drehen, Klettern, Rutschen, Sandspielen, Schaukeln","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_159e,1170255,POINT (16.458536682939542 48.28154454798937),PA Gerlosplatz,21,"Basketball, Fußball, Klettern, Rutschen, Schaukeln, Wippen","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_159f,1170256,POINT (16.352263500858783 48.19742368758062),Esterházypark,6,"Bastketball, Fitness, Fußball, Hüpfen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wasserspiel","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15a0,1170257,POINT (16.422416183844728 48.160243477197334),PA Am Kanal,11,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15a1,1170258,POINT (16.31365968815192 48.20028174319725),H.-C.-Artmann-Park,14,"Balancieren, Basketball, Fußball, Klettern, Malen, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15a2,1170259,POINT (16.369198359892074 48.22630447323446),PA Gaußplatz,20,"Basketball, Rutschen, Sand-Matsch, Schaukeln, Wasserspiel, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15a3,1170260,POINT (16.36816052310555 48.23490500365131),Hugo-Gottschlich-Park,20,"Klettern, Rutschen, Sand-Matsch, Sandspielen, Wasserspiel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15a4,1170261,POINT (16.37243439987742 48.235476363446956),Hugo-Gottschlich-Park,20,"Basketball, Fußball, Hängematte, Karussell, Klettern, Reck, Rutschen, Schaukeln, Sinnesspiel, Trampolin","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15a5,1170262,POINT (16.386293867068826 48.23412200635652),Mortarapark,20,"Balancieren, Basketball, Drehen, Fitness, Fußball, Hängematte, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Seilbahn, Themenspiel Mädchenspielplatz, Tischtennis, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Spielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15a6,1170263,POINT (16.31589369187516 48.2258041866229),GA Alszeile,17,"Brettspiel, Fitness",Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15a7,1170264,POINT (16.36326723022914 48.18971815250774),Wanda-Lanzer-Park,4,"Balancieren, Fitnessgeräte, Klettern, Rutschen, Schaukeln, Wasserspiel","Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15a8,1170265,POINT (16.42915762763242 48.165332022622025),PA Dürrnbacherstraße,11,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15a9,1170266,POINT (16.4258730990918 48.16722310704439),PA Dürrnbacherstraße,11,"Rutschen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15aa,1170267,POINT (16.42999416052749 48.16463217195119),PA Dürrnbacherstraße,11,"Basketball, Tischtennis",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ab,1170268,POINT (16.337513889567266 48.250697183740485),Anna-Ehm-Park,19,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ac,1170269,POINT (16.33764483704178 48.243042025075354),PA In der Krim,19,"Balancieren, Basketball, Rutschen, Sandspielen, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ad,1170270,POINT (16.39717840235881 48.243256830109225),Linker Donaudamm Spielplatz 4,21,"Beachvolleyball, Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ae,1170271,POINT (16.5181262141448 48.208918144946324),PA Kirschenallee,22,"Balancieren, Drehen, Fitness, Fußball, Klettern, Rutschen, Sand-Matsch, Schaukeln, Wasserspiel, Wippen","Ballspielplatz, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15af,1170272,POINT (16.48369574197773 48.218552499588164),PA Eisenhutgasse,22,Klettern,Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15b0,1169889,POINT (16.301973549712883 48.169643949055896),Friederike-Stoiber-Park,12,"Klettern, Reck, Sandspielen, Schaukeln, Slackline","Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15b1,1169890,POINT (16.410922377830097 48.181329661634095),Hyblerpark,11,"Bodenspiel, Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15b2,1169891,POINT (16.412691831586944 48.182055812518115),Hyblerpark,11,"Basketball, Beachvolleyball, Fitness, Fußball","Ballspielplatz, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15b3,1169892,POINT (16.288655112098986 48.137306656961805),PA Fröhlichgasse,23,Fußball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15b4,1169893,POINT (16.308682692377932 48.234705498039155),PA Naaffgasse,18,"Rutschen, Sandkiste, Wippe",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15b5,1169894,POINT (16.366755403876038 48.25385246869134),Hilde-Spiel-Park,19,"Basketball, Beachvolleyball, Fitness, Fußball, Slackline","Ballspielkäfig, Generationenspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15b6,1169895,POINT (16.417863386789115 48.18282281173235),PA Hallergasse,11,"Balancieren, Basketball, Fitness, Fußball, Klettern, Schaukeln","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15b7,1169896,POINT (16.3902763442141 48.23610897827863),PA Traisengasse,20,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15b8,1169897,POINT (16.314298318713117 48.12855893389161),GA Basler Gasse,23,"Balancieren, Hüpfen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15b9,1169898,POINT (16.339706321348192 48.18138265029174),Steinbauerpark,12,"Basketball, Fussball, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Slackline, Tischtennis, Volleyball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ba,1169899,POINT (16.4291249306938 48.169433932256624),PA Blériotgasse,11,"Fußball, Tischtennis","Ballspielkäfig, Ballspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15bb,1169900,POINT (16.431041370152226 48.168071279333155),PA Blériotgasse,11,"Hängematte, Klettern, Rutschen, Sand-Matsch, Schaukeln, Spielhaus, Tischtennis, Wasserspiel, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15bc,1169901,POINT (16.37376041899146 48.23432414662817),Jakob-Winter-Park,20,"Basketball, Klettern, Reck, Rutschen, Schaukeln, Volleyball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15bd,1169902,POINT (16.37772612208501 48.24920272764218),Schmetterlingspark,20,"Basketball, Fußball, Hüpfen, Karussell, Klettern, Rutschen, Sand-Matsch, Schaukeln, Seilbahn, Tischtennis, Wasserspiel, Wasserspielmöglichkeit","Ballspielkäfig, Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15be,1169903,POINT (16.331045499421855 48.197978474349846),Reithofferpark,15,"Basketballl, Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15bf,1169904,POINT (16.351294079145195 48.17029028537837),Wasserspielplatz Wasserturm,10,"Fitness, Tischtennis, Volleyball","Ballspielplatz, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15c0,1169905,POINT (16.352194575425937 48.16940367117368),Wasserspielplatz Wasserturm,10,"Sand-Matsch, Sandspielen, Schaukeln, Wasserspiel",Wasserspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15c1,1169906,POINT (16.429888237150347 48.19945251339197),Prater - Sonnenscheinwiese,2,Disc-Golf,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15c2,1169907,POINT (16.44978618737842 48.237385107185105),PA Strakaweg,22,"Basketball, Fußball, Rutschen, Sand-Match, Sandspiel, Schaukeln, Tischtennis, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15c3,1169908,POINT (16.400040213714263 48.22036743026139),Max-Winter-Park,2,"Basketball, Drehen, Fitness, Fußball, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Streetball, Trampolin, Volleyball, Wasserspiel","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz, Wasserspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15c4,1169909,POINT (16.255582097415548 48.20872467091154),PA Hüttelbergstraße,14,Fußball,Ballspielkäfig,
